zip,id,station,address,dir_cn,dir_en,dir_short,lat,lon,lat_offset,lon_offset
10001,LAAB043-01,大同分局 民族路派出所,重慶北路3段180號前,南,South,S,25.0691191,121.5135483,25.06893943694318,121.5135483
10001,LAAB044-01,大同分局 民族路派出所,重慶北路3段236巷44-2號旁壁掛,南,South,S,25.0704648,121.5123717,25.07028513694318,121.51237169999999
10001,LAAB045-01,大同分局 民族路派出所,延平北路3段99巷3弄5號前燈桿,東,East,E,25.067865,121.511258,25.067864999868245,121.51145634594057
10001,LAAB046-01,大同分局 民族路派出所,民族西路182巷1號燈桿,南,South,S,25.068261,121.5149439,25.06808133694318,121.5149439
10001,LAAB048-01,大同分局 民族路派出所,昌吉街61巷33號,南,South,S,25.0668416,121.5148761,25.066661936943177,121.5148761
10001,LAAB049-01,大同分局 民族路派出所,重慶北路3段111號,東,East,E,25.0671456,121.5139666,25.067145599868248,121.51416494477567
10001,LAAB050-01,大同分局 民族路派出所,重慶北路3段137巷9號前,東,East,E,25.0680975,121.5141979,25.068097499868244,121.51439624631705
10001,LAAB051-01,大同分局 民族路派出所,昌吉街61巷33號,東,East,E,25.0668416,121.5148761,25.066841599868255,121.51507444428346
10001,LAAB052-01,大同分局 民族路派出所,昌吉街81巷1號,北,North,N,25.0661992,121.5143378,25.06637886305683,121.5143378
10001,LAAB053-01,大同分局 民族路派出所,重慶北路3段137巷56號,西,West,W,25.0678317,121.5157,25.06783169986824,121.51550165411335
10001,LAAB054-01,大同分局 民族路派出所,昌吉街81巷27弄1號,東,East,E,25.0669662,121.514331,25.066966199868244,121.51452934448521
10001,LAAB055-01,大同分局 民族路派出所,昌吉街61巷9弄2號,東,East,E,25.066566,121.515059,25.066565999868253,121.51525734383722
10001,LAAB056-01,大同分局 民族路派出所,大龍街163號前燈桿,南,South,S,25.0682103,121.5159646,25.06803063694318,121.5159646
10001,LAAB057-01,大同分局 民族路派出所,重慶北路3段113巷30弄28號燈桿,東,East,E,25.0673146,121.5150142,25.067314599868247,121.51521254504934
10001,LAAB058-01,大同分局 民族路派出所,昌吉街100號,西,West,W,25.0658032,121.5150297,25.065803199868256,121.51483135739782
10001,LAAB059-01,大同分局 民族路派出所,昌吉街55號(與大龍街西北角號誌桿),北,North,N,,,,
10001,LAAB060-01,大同分局 民族路派出所,大龍街136號前,西,West,W,25.0674304,121.5158333,25.067430399868247,121.51563495476316
10001,LAAB062-01,大同分局 民族路派出所,民族西路210號,東,East,E,25.0684968,121.5140196,25.06849679986824,121.51421794696363
10001,LAAB063-01,大同分局 民族路派出所,重慶北路3段137巷6弄8號,北,North,N,25.0675639,121.5142188,25.067743563056823,121.5142188
10001,LAAB066-01,大同分局 民族路派出所,昌吉街33巷25號對面(大龍街87巷底),南,South,S,25.0665887,121.5172519,25.066409036943178,121.5172519
10001,LAAB067-01,大同分局 民族路派出所,民族西路32巷34號,南,South,S,25.0679698,121.5194653,25.06779013694318,121.5194653
10001,LAAB068-01,大同分局 民族路派出所,承德路3段85巷11號,北,North,N,25.0661113,121.5190762,25.066290963056826,121.5190762
10001,LAAB069-01,大同分局 民族路派出所,重慶北路3段113巷66號前燈桿,東,East,E,25.0672282,121.5157079,25.067228199868246,121.51590624490942
10001,LAAB070-01,大同分局 民族路派出所,民族西路76巷口,南,South,S,25.0682849,121.5176849,25.06810523694318,121.5176849
10001,LAAB071-01,大同分局 民族路派出所,承德路3段133號旁號誌,東,East,E,25.0675022,121.5186558,25.067502199868247,121.5188541453531
10001,LAAB072-01,大同分局 民族路派出所,承德路3段87號,東,East,E,25.0661489,121.5186049,25.066148899868256,121.51880324316187
10001,LAAB073-01,大同分局 民族路派出所,昌吉街35號,東北,Northeast,NE,25.0659857,121.5167071,25.06611274089994,121.51684734975339
